Type,Date,Time,open,high,low,close,
NIFTY,20210128,13:41,13816.75,13818.45,13810.3,13816.95,
NIFTY,20210128,13:42,13816.55,13824.55,13816,13824.2,
NIFTY,20210128,13:43,13821.8,13823.15,13813.25,13815.5,
NIFTY,20210128,13:44,13815.4,13819.9,13808.1,13818.95,
NIFTY,20210128,13:45,13818.85,13834.65,13813.6,13834.35,
NIFTY,20210128,13:46,13834.7,13842.3,13828.65,13839.1,
NIFTY,20210128,13:47,13839.5,13843.8,13836.25,13840.05,
NIFTY,20210128,13:48,13841.05,13841.7,13829.25,13829.25,
NIFTY,20210128,13:49,13830.35,13831,13822.75,13826.6,
NIFTY,20210128,13:50,13826.75,13826.75,13816.45,13817.7,
NIFTY,20210128,13:51,13817.9,13832.6,13817.2,13828.25,
NIFTY,20210128,13:52,13828.2,13834.25,13824.25,13834.25,
NIFTY,20210128,13:53,13833.3,13835.8,13828.05,13829.4,
NIFTY,20210128,13:54,13829.15,13830.7,13827.3,13828.95,
NIFTY,20210128,13:55,13829.35,13830.1,13814.85,13816.25,
NIFTY,20210128,13:56,13816.45,13816.45,13800.85,13801.6,
NIFTY,20210128,13:57,13801.8,13802.3,13790.7,13792.75,
NIFTY,20210128,13:58,13792.35,13803.15,13790.1,13795.85,
NIFTY,20210128,13:59,13796.15,13800.95,13795.75,13796.7,
NIFTY,20210128,14:00,13797.35,13801.85,13796.3,13800.25,
NIFTY,20210128,14:01,13799.45,13799.55,13782.75,13784.35,
NIFTY,20210128,14:02,13785.45,13794.35,13785.1,13794.35,
NIFTY,20210128,14:03,13794.85,13795.8,13790.3,13791.75,
NIFTY,20210128,14:04,13792.5,13794.6,13789.35,13791.9,
NIFTY,20210128,14:05,13791.85,13791.85,13785.65,13790.55,
NIFTY,20210128,14:06,13790.35,13824.15,13789.75,13816.85,
NIFTY,20210128,14:07,13817.05,13817.1,13806.7,13813.9,
NIFTY,20210128,14:08,13813.6,13814,13806.9,13807.55,
NIFTY,20210128,14:09,13807.3,13807.3,13793,13799.5,
NIFTY,20210128,14:10,13800,13800,13791.6,13797.75,
NIFTY,20210128,14:11,13798.75,13808.6,13794.05,13806.45,
NIFTY,20210128,14:12,13806.3,13807.95,13798.85,13807.95,
NIFTY,20210128,14:13,13807.65,13809.55,13803.7,13809.55,
NIFTY,20210128,14:14,13809.65,13811.75,13798.65,13801.85,
NIFTY,20210128,14:15,13802.4,13803.15,13797.85,13802.15,
NIFTY,20210128,14:16,13801.55,13804.95,13797.7,13804.95,
NIFTY,20210128,14:17,13804.4,13805.2,13793.05,13796.3,
NIFTY,20210128,14:18,13797,13802.45,13795.7,13800.15,
NIFTY,20210128,14:19,13800.2,13814.75,13799.55,13811.6,
NIFTY,20210128,14:20,13812.05,13812.05,13804.7,13806.9,
NIFTY,20210128,14:21,13807.2,13807.8,13800.05,13807.45,
NIFTY,20210128,14:22,13808.05,13815.35,13804.45,13812.95,
NIFTY,20210128,14:23,13812.6,13813.8,13806.95,13812.55,
NIFTY,20210128,14:24,13813.1,13825,13809.9,13821.5,
NIFTY,20210128,14:25,13818.25,13823.1,13815.25,13817.65,
NIFTY,20210128,14:26,13818.55,13819.35,13808.75,13811.3,
NIFTY,20210128,14:27,13809.9,13809.9,13784.3,13784.9,
NIFTY,20210128,14:28,13786.4,13790.8,13770.45,13770.75,
NIFTY,20210128,14:29,13772.6,13783.6,13770.95,13781.1,
NIFTY,20210128,14:30,13780.95,13780.95,13767.5,13769.95,
NIFTY,20210128,14:31,13769.55,13769.9,13754.15,13762.4,
NIFTY,20210128,14:32,13762.45,13773.1,13757.2,13763.05,
NIFTY,20210128,14:33,13761.75,13772.2,13759.35,13770.35,
NIFTY,20210128,14:34,13770.15,13775.65,13763.85,13775.55,
NIFTY,20210128,14:35,13775.8,13789.45,13769.25,13784.6,
NIFTY,20210128,14:36,13784.85,13795,13782.7,13794.3,
NIFTY,20210128,14:37,13794.95,13798.95,13786.6,13792.15,
NIFTY,20210128,14:38,13791.5,13792.5,13786.05,13786.85,
NIFTY,20210128,14:39,13786.25,13789.15,13773.6,13776.7,
NIFTY,20210128,14:40,13775.65,13776,13771.4,13772.7,
NIFTY,20210128,14:41,13772.3,13782.95,13772.3,13778.5,
NIFTY,20210128,14:42,13778.4,13782.7,13773.8,13781.55,
NIFTY,20210128,14:43,13781.65,13785.3,13778.65,13781.15,
NIFTY,20210128,14:44,13781.7,13782.6,13775.05,13777.25,
NIFTY,20210128,14:45,13776.5,13780.1,13771.9,13777.7,
NIFTY,20210128,14:46,13776.95,13785.75,13776,13783.6,
NIFTY,20210128,14:47,13783.7,13783.7,13777.1,13781.2,
NIFTY,20210128,14:48,13781.1,13782.1,13774.9,13777.45,
NIFTY,20210128,14:49,13777.6,13778.8,13774.65,13775.05,
NIFTY,20210128,14:50,13774.75,13774.75,13762.6,13763.6,
NIFTY,20210128,14:51,13763,13765.5,13753.8,13761.9,
NIFTY,20210128,14:52,13762.2,13762.2,13755.25,13758,
NIFTY,20210128,14:53,13757.85,13768.45,13757.55,13767.35,
NIFTY,20210128,14:54,13768.3,13768.3,13759.55,13759.95,
NIFTY,20210128,14:55,13759.65,13760,13755.65,13757.8,
NIFTY,20210128,14:56,13756.8,13757.75,13754.05,13757.75,
NIFTY,20210128,14:57,13757.5,13763.3,13755.05,13763,
NIFTY,20210128,14:58,13763.55,13768.6,13758.6,13768.1,
NIFTY,20210128,14:59,13768.15,13768.85,13762.5,13762.95,
NIFTY,20210128,15:00,13763.35,13774.3,13761.65,13774.3,
NIFTY,20210128,15:01,13775.05,13793.4,13775.05,13790.45,
NIFTY,20210128,15:02,13790.65,13809.3,13790.2,13804.45,
NIFTY,20210128,15:03,13804.1,13813.2,13803.85,13806.15,
NIFTY,20210128,15:04,13807.9,13811.9,13807.35,13809.6,
NIFTY,20210128,15:05,13807.6,13815.55,13807.6,13815.55,
NIFTY,20210128,15:06,13816.45,13825.9,13815.05,13825.6,
NIFTY,20210128,15:07,13825.75,13829.1,13820.45,13827.8,
NIFTY,20210128,15:08,13827.9,13835,13827.15,13828.95,
NIFTY,20210128,15:09,13828.65,13828.65,13822.6,13822.6,
NIFTY,20210128,15:10,13822.8,13822.8,13816.4,13817.35,
NIFTY,20210128,15:11,13816.4,13817.15,13812.05,13813.75,
NIFTY,20210128,15:12,13812.75,13825.2,13812.75,13822.65,
NIFTY,20210128,15:13,13821.8,13822.2,13813.55,13816.15,
NIFTY,20210128,15:14,13817.8,13823.6,13816.95,13822.95,
NIFTY,20210128,15:15,13821.45,13822.8,13818.95,13822.8,
NIFTY,20210128,15:16,13823.25,13828.4,13819.65,13827.05,
NIFTY,20210128,15:17,13828.05,13829.7,13821.7,13828.2,
NIFTY,20210128,15:18,13828.5,13829.1,13823.35,13825.15,
NIFTY,20210128,15:19,13824.9,13826.4,13822.65,13825.9,
NIFTY,20210128,15:20,13826,13827.75,13824.3,13825.85,
NIFTY,20210128,15:21,13825.35,13825.35,13815.6,13817.7,
NIFTY,20210128,15:22,13817.3,13827.55,13809.1,13810.45,
NIFTY,20210128,15:23,13810.75,13819.55,13810.75,13819.55,
NIFTY,20210128,15:24,13818.85,13822.25,13817.35,13822.05,
NIFTY,20210128,15:25,13821.65,13825.15,13821.65,13823.4,
NIFTY,20210128,15:26,13822.6,13826.95,13821.9,13823.15,
NIFTY,20210128,15:27,13823.35,13829.4,13823.35,13828.05,
NIFTY,20210128,15:28,13827.4,13827.55,13822.15,13824.2,
NIFTY,20210128,15:29,13823.2,13823.8,13819.3,13819.9,
NIFTY,20210128,15:30,13821.05,13824.15,13810.5,13819.75,
NIFTY,20210128,15:31,13821.4,13821.4,13821.4,13821.4,
NIFTY,20210128,15:32,13817.9,13817.9,13817.55,13817.55,
NIFTY,20210129,09:08,13946.6,13946.6,13946.6,13946.6,
NIFTY,20210129,09:16,13954.45,13954.45,13918.85,13930.35,
NIFTY,20210129,09:17,13929.2,13937.5,13913.95,13935.7,
NIFTY,20210129,09:18,13938.15,13943.15,13930.65,13940.85,
NIFTY,20210129,09:19,13942.8,13942.8,13934.35,13934.35,
NIFTY,20210129,09:20,13933.4,13933.85,13923.7,13932.2,
NIFTY,20210129,09:21,13932.85,13966.85,13932.85,13953.7,
NIFTY,20210129,09:22,13952.8,13961.5,13942.9,13955.1,
NIFTY,20210129,09:23,13954.35,13957.15,13943.45,13943.45,
NIFTY,20210129,09:24,13943.8,13948.45,13930.15,13931.25,
NIFTY,20210129,09:25,13927.95,13938.45,13927.55,13929.2,
NIFTY,20210129,09:26,13928.55,13928.55,13907.95,13908.6,
NIFTY,20210129,09:27,13907.45,13926.05,13899.45,13923.8,
NIFTY,20210129,09:28,13922.5,13922.5,13909.4,13917.65,
NIFTY,20210129,09:29,13917.95,13918.6,13908.4,13915.5,
NIFTY,20210129,09:30,13916.65,13916.9,13907.15,13907.85,
NIFTY,20210129,09:31,13908.2,13920.1,13907.55,13907.55,
NIFTY,20210129,09:32,13905.8,13905.8,13886.9,13888.2,
NIFTY,20210129,09:33,13887.5,13893.3,13877.45,13893.3,
NIFTY,20210129,09:34,13893.05,13897.05,13889.45,13889.45,
NIFTY,20210129,09:35,13890.2,13890.6,13878.65,13878.65,
NIFTY,20210129,09:36,13878.25,13888.65,13871.6,13872,
NIFTY,20210129,09:37,13870.75,13884.55,13867.75,13883.45,
NIFTY,20210129,09:38,13883.75,13883.75,13875.35,13876.15,
NIFTY,20210129,09:39,13878,13893.3,13876.8,13879.1,
NIFTY,20210129,09:40,13878.95,13878.95,13864.8,13865.6,
NIFTY,20210129,09:41,13863.7,13870.7,13859.05,13863.4,
NIFTY,20210129,09:42,13863.25,13868.55,13855,13868,
NIFTY,20210129,09:43,13868.05,13868.05,13856.95,13862.1,
NIFTY,20210129,09:44,13862.05,13869.4,13860.75,13866.45,
NIFTY,20210129,09:45,13867.25,13867.25,13851.3,13853,
NIFTY,20210129,09:46,13852,13868.1,13850.75,13865.85,
NIFTY,20210129,09:47,13865.1,13865.85,13860.1,13864.75,
NIFTY,20210129,09:48,13864.25,13866.15,13857.15,13863.7,
NIFTY,20210129,09:49,13864.35,13864.35,13845.55,13856.3,
NIFTY,20210129,09:50,13854.75,13864.4,13850.2,13864.1,
NIFTY,20210129,09:51,13864.55,13877,13864.55,13877,
NIFTY,20210129,09:52,13877.45,13882.2,13874.9,13875.7,
NIFTY,20210129,09:53,13875.55,13875.55,13868.05,13871.85,
NIFTY,20210129,09:54,13873.45,13875.65,13872.6,13875.6,
NIFTY,20210129,09:55,13876,13876,13869.15,13873.45,
NIFTY,20210129,09:56,13873.9,13874.5,13865.4,13865.65,
NIFTY,20210129,09:57,13865.15,13865.15,13855.25,13858.8,
NIFTY,20210129,09:58,13858.4,13866.1,13855.6,13859.45,
NIFTY,20210129,09:59,13859.7,13860,13847.15,13849.85,
NIFTY,20210129,10:00,13849.25,13849.25,13842.45,13843.8,
NIFTY,20210129,10:01,13844.35,13845.15,13827.6,13839.95,
NIFTY,20210129,10:02,13839.75,13840.25,13836.1,13837.2,
NIFTY,20210129,10:03,13836.55,13843.2,13835.55,13841.7,
NIFTY,20210129,10:04,13842.65,13843.8,13836.6,13843,
NIFTY,20210129,10:05,13843.65,13857.45,13843.15,13852.35,
NIFTY,20210129,10:06,13852.7,13854.65,13846.05,13854.65,
NIFTY,20210129,10:07,13854.95,13864.3,13853.8,13862,
NIFTY,20210129,10:08,13862.15,13862.2,13858.2,13862.2,
NIFTY,20210129,10:09,13861.3,13862.55,13857.35,13862.55,
NIFTY,20210129,10:10,13861.45,13866.4,13859.9,13864.05,
NIFTY,20210129,10:11,13865.25,13870.5,13862.3,13862.9,
NIFTY,20210129,10:12,13861.5,13864.85,13860.7,13863.05,
NIFTY,20210129,10:13,13863.35,13863.35,13852.3,13854.25,
NIFTY,20210129,10:14,13854.15,13855.7,13850.65,13853.2,
NIFTY,20210129,10:15,13853.25,13856.8,13847.7,13855.9,
NIFTY,20210129,10:16,13856.3,13874.3,13853.85,13874.3,
NIFTY,20210129,10:17,13875.4,13876.35,13866.9,13869.85,
NIFTY,20210129,10:18,13870.1,13882.2,13869.05,13872.45,
NIFTY,20210129,10:19,13871.95,13873.85,13866.15,13866.25,
NIFTY,20210129,10:20,13866.5,13875.15,13865.4,13867.75,
NIFTY,20210129,10:21,13866.6,13867.15,13853.9,13855.05,
NIFTY,20210129,10:22,13851.9,13853.9,13849.15,13849.75,
NIFTY,20210129,10:23,13849.65,13849.75,13840.2,13840.2,
NIFTY,20210129,10:24,13839.9,13839.9,13830.4,13831.35,
NIFTY,20210129,10:25,13829.9,13836.05,13821.9,13827.35,
NIFTY,20210129,10:26,13826.55,13829.2,13817.6,13817.75,
NIFTY,20210129,10:27,13817.15,13817.2,13806.25,13809.5,
NIFTY,20210129,10:28,13807.75,13824.95,13805.45,13824.5,
NIFTY,20210129,10:29,13824.4,13824.65,13812.95,13813.1,
NIFTY,20210129,10:30,13813.25,13813.25,13797.25,13805.2,
NIFTY,20210129,10:31,13805.8,13806.85,13784.5,13796.7,
NIFTY,20210129,10:32,13796.9,13806.2,13790.9,13804.75,
NIFTY,20210129,10:33,13804.4,13806.05,13796.5,13805.2,
NIFTY,20210129,10:34,13805.55,13824.05,13801.6,13821.85,
NIFTY,20210129,10:35,13821.4,13825.75,13819.05,13822.05,
NIFTY,20210129,10:36,13821.7,13835.25,13821.2,13833.8,
NIFTY,20210129,10:37,13833.65,13837.2,13827.5,13829.45,
NIFTY,20210129,10:38,13830.35,13842.8,13830.35,13842.8,
NIFTY,20210129,10:39,13841.7,13842.05,13831.45,13834.35,
NIFTY,20210129,10:40,13834.1,13835.45,13819.8,13825.75,
NIFTY,20210129,10:41,13826.95,13830.95,13818.55,13821.5,
NIFTY,20210129,10:42,13821.15,13825.85,13819.15,13820.5,
NIFTY,20210129,10:43,13820.9,13820.9,13811.85,13811.85,
NIFTY,20210129,10:44,13811.75,13817.65,13811.1,13814.6,
NIFTY,20210129,10:45,13813.75,13819.65,13811.5,13819.65,
NIFTY,20210129,10:46,13820.1,13820.65,13810.6,13814.05,
NIFTY,20210129,10:47,13814.35,13815.75,13803.6,13805.95,
NIFTY,20210129,10:48,13808.8,13812.05,13804.95,13809,
NIFTY,20210129,10:49,13808.3,13811.85,13805.75,13809,
NIFTY,20210129,10:50,13809.65,13820.9,13808.5,13819.45,
NIFTY,20210129,10:51,13818.6,13831.45,13814.7,13830.45,
NIFTY,20210129,10:52,13830.8,13841.4,13830.3,13837.55,
NIFTY,20210129,10:53,13836.95,13845.65,13835.9,13841.2,
NIFTY,20210129,10:54,13840.7,13843.85,13834.45,13836.1,
NIFTY,20210129,10:55,13835.95,13837.85,13829.3,13836.35,
NIFTY,20210129,10:56,13836.45,13842.1,13835.75,13841.6,
NIFTY,20210129,10:57,13841.35,13847.2,13838.05,13841.75,
NIFTY,20210129,10:58,13842.2,13843.4,13832.55,13832.55,
NIFTY,20210129,10:59,13832.25,13839.55,13830.45,13838.35,
NIFTY,20210129,11:00,13838.15,13845.9,13835.05,13843.8,
NIFTY,20210129,11:01,13843.55,13851.85,13841.75,13850.6,
NIFTY,20210129,11:02,13850.7,13850.95,13843.85,13846.8,
NIFTY,20210129,11:03,13846.65,13848.85,13845.85,13848.6,
NIFTY,20210129,11:04,13847.4,13852.15,13847.3,13851.25,
NIFTY,20210129,11:05,13850.65,13861.15,13850.25,13860.05,
NIFTY,20210129,11:06,13859.35,13861.2,13855.8,13857.2,
NIFTY,20210129,11:07,13858.15,13858.4,13843.8,13844.45,
NIFTY,20210129,11:08,13844.75,13849.6,13844,13846.35,
NIFTY,20210129,11:09,13846.7,13848.6,13843,13848.6,
NIFTY,20210129,11:10,13848.75,13853.15,13848.75,13852.35,
NIFTY,20210129,11:11,13851.75,13857.2,13851.75,13854.45,
NIFTY,20210129,11:12,13854.25,13855,13847.7,13848.75,
NIFTY,20210129,11:13,13849.95,13849.95,13845.35,13848.8,
NIFTY,20210129,11:14,13847.95,13860.4,13847.8,13858.9,
NIFTY,20210129,11:15,13859.3,13870.05,13857.65,13869.9,
NIFTY,20210129,11:16,13868.2,13868.25,13860.4,13862.05,
NIFTY,20210129,11:17,13861.85,13864.6,13855.7,13858.85,
NIFTY,20210129,11:18,13858.2,13862.6,13858.2,13860.25,
NIFTY,20210129,11:19,13860.5,13862.15,13850.9,13851.2,
NIFTY,20210129,11:20,13852.5,13857.15,13849.65,13855.55,
NIFTY,20210129,11:21,13855.65,13855.7,13847,13847.85,
NIFTY,20210129,11:22,13848,13851.35,13847.25,13848.45,
NIFTY,20210129,11:23,13847.95,13851.7,13847.35,13850.15,
NIFTY,20210129,11:24,13851.5,13855.25,13851,13853.9,
NIFTY,20210129,11:25,13853.7,13855.85,13853.4,13853.6,
NIFTY,20210129,11:26,13853.7,13859,13851.4,13858.3,
NIFTY,20210129,11:27,13858.8,13864.15,13857.6,13863.8,
NIFTY,20210129,11:28,13864.8,13864.8,13860.9,13862.85,
NIFTY,20210129,11:29,13863.95,13868.3,13858.85,13859.3,
NIFTY,20210129,11:30,13859.6,13861.6,13856.95,13856.95,
NIFTY,20210129,11:31,13857.1,13857.1,13843.2,13846.9,
NIFTY,20210129,11:32,13846.15,13846.3,13835.85,13839.65,
NIFTY,20210129,11:33,13840.3,13840.95,13837.45,13838.55,
NIFTY,20210129,11:34,13839.05,13841.15,13834.75,13839.6,
NIFTY,20210129,11:35,13838.3,13838.75,13826.3,13832.5,
NIFTY,20210129,11:36,13832.1,13832.1,13824.4,13830.65,
NIFTY,20210129,11:37,13829.1,13837.55,13829.05,13834.3,
NIFTY,20210129,11:38,13834.75,13836.8,13830.7,13834.65,
NIFTY,20210129,11:39,13835.7,13836.4,13833.15,13834.45,
NIFTY,20210129,11:40,13833.95,13837.2,13830.85,13831.65,
NIFTY,20210129,11:41,13832,13832,13823.05,13825.15,
NIFTY,20210129,11:42,13825.55,13826.3,13818.4,13819.45,
NIFTY,20210129,11:43,13819.4,13820.9,13814.9,13815,
NIFTY,20210129,11:44,13814.85,13814.85,13808.45,13813.1,
NIFTY,20210129,11:45,13813.45,13813.55,13808.5,13811.4,
NIFTY,20210129,11:46,13810.85,13811.05,13801.2,13803.3,
NIFTY,20210129,11:47,13803.25,13808.1,13799.75,13801.75,
NIFTY,20210129,11:48,13800.4,13806.8,13797.6,13806.8,
NIFTY,20210129,11:49,13806.3,13816.7,13802.25,13815.55,
NIFTY,20210129,11:50,13815,13821.3,13814,13820.35,
NIFTY,20210129,11:51,13821.05,13825.95,13819.75,13820.75,
NIFTY,20210129,11:52,13821.2,13821.2,13813.5,13814.45,
NIFTY,20210129,11:53,13814.65,13815.45,13807.45,13813.5,
NIFTY,20210129,11:54,13814.25,13814.25,13809.7,13811.5,
NIFTY,20210129,11:55,13811.2,13813.25,13803.4,13803.4,
NIFTY,20210129,11:56,13801.6,13812.5,13796.55,13812.5,
NIFTY,20210129,11:57,13812.2,13812.65,13804.9,13807.95,
NIFTY,20210129,11:58,13807.85,13813.5,13806.6,13807.8,
NIFTY,20210129,11:59,13807.95,13808.1,13797.7,13805.6,
NIFTY,20210129,12:00,13805.45,13805.45,13794.55,13796,
NIFTY,20210129,12:01,13796.25,13808.9,13796.25,13804.9,
NIFTY,20210129,12:02,13804.25,13804.25,13798.2,13799.55,
NIFTY,20210129,12:03,13798.8,13799.5,13792.65,13795.95,
NIFTY,20210129,12:04,13795.8,13802.15,13794.6,13797.75,
NIFTY,20210129,12:05,13797.3,13800.7,13792.85,13792.85,
NIFTY,20210129,12:06,13792.5,13792.55,13780.65,13781.6,
NIFTY,20210129,12:07,13782.2,13789.4,13780.3,13786.7,
NIFTY,20210129,12:08,13787.5,13792.35,13783.05,13791.05,
NIFTY,20210129,12:09,13790.95,13804.35,13790.85,13801.6,
NIFTY,20210129,12:10,13799.75,13801.1,13795.2,13798.05,
NIFTY,20210129,12:11,13797.25,13797.25,13786.35,13786.35,
NIFTY,20210129,12:12,13786,13787.3,13782.4,13787.1,
NIFTY,20210129,12:13,13786.7,13787.35,13776.5,13777.5,
NIFTY,20210129,12:14,13777.25,13786.95,13776.4,13784.1,
NIFTY,20210129,12:15,13784.3,13787.35,13780.75,13786.95,
NIFTY,20210129,12:16,13786.75,13787.75,13780.7,13786.3,
NIFTY,20210129,12:17,13786.55,13793.55,13786.55,13791.75,
NIFTY,20210129,12:18,13791.5,13800.6,13791.5,13800.1,
NIFTY,20210129,12:19,13799.7,13799.7,13791.55,13793.05,
NIFTY,20210129,12:20,13793.15,13793.85,13788.9,13793.35,
NIFTY,20210129,12:21,13791,13796.5,13791,13796.5,
NIFTY,20210129,12:22,13797.25,13807.6,13796.4,13804.1,
NIFTY,20210129,12:23,13803.6,13809.1,13798.15,13799.15,
NIFTY,20210129,12:24,13798.7,13799.5,13793.5,13798.35,
NIFTY,20210129,12:25,13798.65,13804.25,13798.15,13803.05,
NIFTY,20210129,12:26,13802.7,13806.55,13801.95,13805.85,
NIFTY,20210129,12:27,13806.4,13817.7,13806.25,13817.45,
NIFTY,20210129,12:28,13816.7,13827.15,13816.55,13823.3,
NIFTY,20210129,12:29,13823.7,13824.35,13815.75,13815.75,
NIFTY,20210129,12:30,13815.45,13817.7,13809.8,13810.2,
NIFTY,20210129,12:31,13810.45,13824.05,13810.2,13824.05,
NIFTY,20210129,12:32,13823.8,13840.65,13823.8,13832.25,
NIFTY,20210129,12:33,13832.05,13838.85,13832.05,13832.15,
NIFTY,20210129,12:34,13831.75,13831.75,13821.4,13821.7,
NIFTY,20210129,12:35,13820.5,13832.4,13819.95,13832.05,
NIFTY,20210129,12:36,13832.75,13834.25,13819.05,13819.05,
NIFTY,20210129,12:37,13819.65,13824.45,13818.85,13823.45,
NIFTY,20210129,12:38,13822.8,13824.7,13812.75,13812.75,
NIFTY,20210129,12:39,13812.4,13818.9,13810.95,13813.65,
NIFTY,20210129,12:40,13814.2,13814.3,13805.95,13805.95,
NIFTY,20210129,12:41,13805.4,13812.7,13805.4,13812.2,
NIFTY,20210129,12:42,13812.55,13816.05,13809.85,13809.85,
NIFTY,20210129,12:43,13809.2,13809.4,13793.75,13800.1,
NIFTY,20210129,12:44,13800.35,13803,13796.4,13799.85,
NIFTY,20210129,12:45,13799.5,13801.1,13797.3,13799.5,
NIFTY,20210129,12:46,13799.1,13807.75,13799.1,13807.65,
NIFTY,20210129,12:47,13808.75,13811.1,13806.6,13807.35,
NIFTY,20210129,12:48,13807.55,13824.2,13807.55,13819,
NIFTY,20210129,12:49,13818.8,13823.45,13812.85,13813.35,
NIFTY,20210129,12:50,13813.5,13814.1,13802.6,13803.95,
NIFTY,20210129,12:51,13803.55,13806.7,13801.9,13802.35,
NIFTY,20210129,12:52,13802.85,13811.8,13800.85,13804.8,
NIFTY,20210129,12:53,13804.4,13804.95,13794.55,13794.6,
NIFTY,20210129,12:54,13792.95,13801.1,13792.95,13798.5,
NIFTY,20210129,12:55,13797.75,13801.2,13795.95,13798.65,
NIFTY,20210129,12:56,13798.35,13802.5,13797.35,13797.35,
NIFTY,20210129,12:57,13797.7,13798.2,13792.1,13792.5,
NIFTY,20210129,12:58,13792.35,13805.45,13792.35,13801.65,
NIFTY,20210129,12:59,13801.7,13803.4,13795.3,13797.7,
NIFTY,20210129,13:00,13796.7,13797.05,13788.2,13791.95,
NIFTY,20210129,13:01,13791.25,13799,13791.25,13793.25,
NIFTY,20210129,13:02,13792.45,13792.6,13781,13781.1,
NIFTY,20210129,13:03,13781.5,13788.1,13781.35,13786.25,
NIFTY,20210129,13:04,13785.85,13786.65,13780.1,13780.85,
NIFTY,20210129,13:05,13780.55,13781,13764.6,13764.9,
NIFTY,20210129,13:06,13764,13769,13755.85,13766.35,
NIFTY,20210129,13:07,13768.25,13778.9,13767.4,13776.2,
NIFTY,20210129,13:08,13775.7,13784.65,13774.15,13777.7,
NIFTY,20210129,13:09,13777,13779.5,13771.4,13777.75,
NIFTY,20210129,13:10,13777.1,13778.25,13769.7,13771.55,
NIFTY,20210129,13:11,13772.1,13772.1,13762.65,13763.85,
NIFTY,20210129,13:12,13765.1,13770.55,13762.7,13768.15,
NIFTY,20210129,13:13,13768.2,13769.35,13762.5,13765.45,
NIFTY,20210129,13:14,13765.7,13770.8,13763.8,13770.05,
NIFTY,20210129,13:15,13770.6,13777.85,13767.8,13767.8,
NIFTY,20210129,13:16,13768.7,13771.5,13764.3,13764.65,
NIFTY,20210129,13:17,13765.3,13767.45,13761.05,13761.6,
NIFTY,20210129,13:18,13761.15,13761.15,13755.55,13757.5,
NIFTY,20210129,13:19,13757.55,13776.35,13757.1,13776.35,
NIFTY,20210129,13:20,13778.7,13779.05,13765.45,13766.05,
NIFTY,20210129,13:21,13765.65,13776.2,13765.65,13773.45,
NIFTY,20210129,13:22,13773.15,13775.8,13767.35,13772.2,
NIFTY,20210129,13:23,13772.3,13779.9,13772.3,13779.9,
NIFTY,20210129,13:24,13780.7,13789.4,13779.8,13786.8,
NIFTY,20210129,13:25,13786.75,13793.9,13786.75,13790.35,
NIFTY,20210129,13:26,13790.1,13790.9,13782.45,13783.6,
NIFTY,20210129,13:27,13784.4,13784.65,13781.75,13783.2,
NIFTY,20210129,13:28,13783.35,13785.15,13772.6,13772.6,
NIFTY,20210129,13:29,13772.7,13781.75,13771.55,13778.85,
NIFTY,20210129,13:30,13779.15,13780.45,13771.75,13772.35,
NIFTY,20210129,13:31,13772.9,13781.8,13769.1,13780.15,
NIFTY,20210129,13:32,13780.2,13783.35,13776.8,13781.55,
NIFTY,20210129,13:33,13781.1,13782.25,13771.75,13775.8,
NIFTY,20210129,13:34,13775.3,13775.3,13770.75,13771.55,
NIFTY,20210129,13:35,13771.7,13780.2,13770.95,13779.2,
NIFTY,20210129,13:36,13779.1,13780.45,13775.05,13775.05,
NIFTY,20210129,13:37,13775.55,13776.5,13768.7,13770.35,
NIFTY,20210129,13:38,13769.45,13769.45,13761.45,13764.3,
NIFTY,20210129,13:39,13764.2,13766.15,13758.8,13758.8,
NIFTY,20210129,13:40,13758.4,13758.4,13745.4,13746.1,
NIFTY,20210129,13:41,13745.75,13752.85,13740.3,13751.6,
NIFTY,20210129,13:42,13751.3,13758,13750.55,13754.1,
NIFTY,20210129,13:43,13753.85,13757,13752.75,13755,
NIFTY,20210129,13:44,13755.7,13761.6,13750.7,13757.55,
NIFTY,20210129,13:45,13757.05,13757.15,13743.95,13743.95,
NIFTY,20210129,13:46,13743.65,13743.65,13729.95,13738.6,
NIFTY,20210129,13:47,13739.15,13751.2,13736.75,13751,
NIFTY,20210129,13:48,13751.2,13757.85,13750.8,13755.15,
NIFTY,20210129,13:49,13755.65,13764.05,13754.4,13757.4,
NIFTY,20210129,13:50,13757.55,13757.55,13752.7,13754.6,
NIFTY,20210129,13:51,13755.45,13755.95,13746.15,13753.95,
NIFTY,20210129,13:52,13753,13758.45,13751.1,13753.3,
NIFTY,20210129,13:53,13753.05,13766.25,13750.85,13766.2,
NIFTY,20210129,13:54,13766.1,13766.45,13757.8,13762.5,
NIFTY,20210129,13:55,13762.2,13762.65,13752.85,13755.45,
NIFTY,20210129,13:56,13755.15,13755.4,13747.05,13747.55,
NIFTY,20210129,13:57,13747.7,13749.3,13743.1,13748.85,
NIFTY,20210129,13:58,13747.8,13751.5,13747.8,13748.15,
NIFTY,20210129,13:59,13748.8,13759.35,13747.9,13759.35,
NIFTY,20210129,14:00,13762.55,13765.05,13755.6,13756,
NIFTY,20210129,14:01,13755.6,13760.45,13751.95,13751.95,
NIFTY,20210129,14:02,13752.1,13752.1,13744.5,13745,
NIFTY,20210129,14:03,13744.8,13749.95,13744.4,13746.8,
NIFTY,20210129,14:04,13745.5,13745.95,13735.6,13740.15,
NIFTY,20210129,14:05,13739.4,13739.4,13728.1,13732.05,
